"-1,50E+01"
"-1,47E+01"
"-1,44E+01"
"-1,41E+01"
"-1,38E+01"
"-1,35E+01"
"-1,32E+01"
"-1,29E+01"
"-1,26E+01"
"-1,23E+01"
"-1,20E+01"
"-1,17E+01"
"-1,14E+01"
"-1,11E+01"
"-1,08E+01"
"-1,05E+01"
"-1,02E+01"
"-9,86E+00"
"-9,55E+00"
"-9,25E+00"
"-8,94E+00"
"-8,64E+00"
"-8,34E+00"
"-8,03E+00"
"-7,72E+00"
"-7,42E+00"
"-7,12E+00"
"-6,82E+00"
"-6,52E+00"
"-6,21E+00"
"-5,91E+00"
"-5,61E+00"
"-5,31E+00"
"-5,01E+00"
"-4,70E+00"
"-4,39E+00"
"-4,09E+00"
"-3,79E+00"
"-3,49E+00"
"-3,18E+00"
"-2,88E+00"
"-2,58E+00"
"-2,28E+00"
"-1,98E+00"
"-1,67E+00"
"-1,37E+00"
"-1,07E+00"
"-7,62E-01"
"-4,59E-01"
"-1,52E-01"
"1,44E-01"
"4,54E-01"
"7,55E-01"
"1,05E+00"
"1,37E+00"
"1,66E+00"
"1,97E+00"
"2,27E+00"
"2,57E+00"
"2,87E+00"
"3,17E+00"
"3,49E+00"
"3,78E+00"
"4,09E+00"
"4,39E+00"
"4,70E+00"
"4,99E+00"
"5,30E+00"
"5,60E+00"
"5,90E+00"
"6,21E+00"
"6,50E+00"
"6,82E+00"
"7,13E+00"
"7,42E+00"
"7,72E+00"
"8,02E+00"
"8,33E+00"
"8,63E+00"
"8,94E+00"
"9,23E+00"
"9,54E+00"
"9,84E+00"
"1,01E+01"
"1,04E+01"
"1,07E+01"
"1,11E+01"
"1,14E+01"
"1,17E+01"
"1,20E+01"
"1,23E+01"
"1,26E+01"
"1,29E+01"
"1,32E+01"
"1,35E+01"
"1,38E+01"
"1,41E+01"
"1,44E+01"
"1,47E+01"
"1,50E+01"